YEAR,QUARTER,REG,AREA,EDUCATIONAL,VALUE,UNIT,SOURCE
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","1) เขตเทศบาล","01. ไม่มีการศึกษา",309.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","1) เขตเทศบาล","02. ต่ำกว่าประถมศึกษา",1176.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","1) เขตเทศบาล","03. ประถมศึกษา",1314.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","1) เขตเทศบาล","04. มัธยมศึกษาตอนต้น",1547.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","1) เขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",1136.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","1) เขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",353.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","1) เขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",2.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","1) เขตเทศบาล","08. อุดมศึกษา สายวิชาการ",1149.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","1) เขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",544.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","1) เขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",167.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","1) เขตเทศบาล","11. อื่น ๆ",79.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","1) เขตเทศบาล","12. ไม่ทราบ",171.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","01. ไม่มีการศึกษา",419.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",1910.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","03. ประถมศึกษา",1781.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","04. มัธยมศึกษาตอนต้น",1775.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",1193.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",384.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",3.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",899.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",561.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",163.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","11. อื่น ๆ",43.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","12. ไม่ทราบ",62.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","1) เขตเทศบาล","01. ไม่มีการศึกษา",176.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","1) เขตเทศบาล","02. ต่ำกว่าประถมศึกษา",861.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","1) เขตเทศบาล","03. ประถมศึกษา",471.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","1) เขตเทศบาล","04. มัธยมศึกษาตอนต้น",508.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","1) เขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",442.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","1) เขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",126.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","1) เขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",1.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","1) เขตเทศบาล","08. อุดมศึกษา สายวิชาการ",447.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","1) เขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",187.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","1) เขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",97.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","1) เขตเทศบาล","11. อื่น ๆ",6.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","1) เขตเทศบาล","12. ไม่ทราบ",2.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","01. ไม่มีการศึกษา",512.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",1929.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","03. ประถมศึกษา",1150.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","04. มัธยมศึกษาตอนต้น",1021.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",662.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",165.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",2.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",377.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",209.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",107.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","11. อื่น ๆ",12.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","3) ภาคเหนือ","2) นอกเขตเทศบาล","12. ไม่ทราบ",8.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","01. ไม่มีการศึกษา",59.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","02. ต่ำกว่าประถมศึกษา",1202.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","03. ประถมศึกษา",891.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","04. มัธยมศึกษาตอนต้น",757.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",612.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",121.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","08. อุดมศึกษา สายวิชาการ",391.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",190.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",168.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","4) ภาคตะวันออกเฉียงเหนือ","1) เขตเทศบาล","12. ไม่ทราบ",3.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","4) ภาคตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","01. ไม่มีการศึกษา",170.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","4) ภาคตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",3435.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","4) ภาคตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","03. ประถมศึกษา",2613.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","4) ภาคตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","04. มัธยมศึกษาตอนต้น",1938.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","4) ภาคตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",1267.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","4) ภาคตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",219.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","4) ภาคตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",390.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","4) ภาคตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",344.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","4) ภาคตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",214.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","4) ภาคตะวันออกเฉียงเหนือ","2) นอกเขตเทศบาล","12. ไม่ทราบ",7.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","1) เขตเทศบาล","01. ไม่มีการศึกษา",83.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","1) เขตเทศบาล","02. ต่ำกว่าประถมศึกษา",403.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","1) เขตเทศบาล","03. ประถมศึกษา",427.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","1) เขตเทศบาล","04. มัธยมศึกษาตอนต้น",442.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","1) เขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",383.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","1) เขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",111.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","1) เขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","1) เขตเทศบาล","08. อุดมศึกษา สายวิชาการ",365.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","1) เขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",182.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","1) เขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",84.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","1) เขตเทศบาล","11. อื่น ๆ",3.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","1) เขตเทศบาล","12. ไม่ทราบ",37.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","2) นอกเขตเทศบาล","01. ไม่มีการศึกษา",253.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","2) นอกเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",953.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","2) นอกเขตเทศบาล","03. ประถมศึกษา",1293.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","2) นอกเขตเทศบาล","04. มัธยมศึกษาตอนต้น",944.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","2) นอกเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",652.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","2) นอกเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",144.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","2) นอกเขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","2) นอกเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",384.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","2) นอกเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",176.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","2) นอกเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",110.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","2) นอกเขตเทศบาล","11. อื่น ๆ",8.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 1/2563","5) ภาคใต้","2) นอกเขตเทศบาล","12. ไม่ทราบ",22.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","1) กรุงเทพมหานคร","1) เขตเทศบาล","01. ไม่มีการศึกษา",188.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","1) กรุงเทพมหานคร","1) เขตเทศบาล","02. ต่ำกว่าประถมศึกษา",701.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","1) กรุงเทพมหานคร","1) เขตเทศบาล","03. ประถมศึกษา",1193.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","1) กรุงเทพมหานคร","1) เขตเทศบาล","04. มัธยมศึกษาตอนต้น",1134.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","1) กรุงเทพมหานคร","1) เขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",1152.00,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","1) กรุงเทพมหานคร","1) เขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",364.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","1) กรุงเทพมหานคร","1) เขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",2.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","1) กรุงเทพมหานคร","1) เขตเทศบาล","08. อุดมศึกษา สายวิชาการ",2330.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","1) กรุงเทพมหานคร","1) เขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",392.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","1) กรุงเทพมหานคร","1) เขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",157.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","1) กรุงเทพมหานคร","1) เขตเทศบาล","12. ไม่ทราบ",28.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","1) เขตเทศบาล","01. ไม่มีการศึกษา",318.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","1) เขตเทศบาล","02. ต่ำกว่าประถมศึกษา",1155.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","1) เขตเทศบาล","03. ประถมศึกษา",1271.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","1) เขตเทศบาล","04. มัธยมศึกษาตอนต้น",1609.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","1) เขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",1149.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","1) เขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",369.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","1) เขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",1.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","1) เขตเทศบาล","08. อุดมศึกษา สายวิชาการ",1165.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","1) เขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",565.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","1) เขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",172.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","1) เขตเทศบาล","11. อื่น ๆ",88.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","1) เขตเทศบาล","12. ไม่ทราบ",110.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","01. ไม่มีการศึกษา",364.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",1952.10,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","03. ประถมศึกษา",1741.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","04. มัธยมศึกษาตอนต้น",1801.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",1234.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",383.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",1.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",890.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",585.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",147.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","11. อื่น ๆ",36.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","2) ภาคกลาง","2) นอกเขตเทศบาล","12. ไม่ทราบ",83.90,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","3) ภาคเหนือ","1) เขตเทศบาล","01. ไม่มีการศึกษา",165.60,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","3) ภาคเหนือ","1) เขตเทศบาล","02. ต่ำกว่าประถมศึกษา",876.70,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","3) ภาคเหนือ","1) เขตเทศบาล","03. ประถมศึกษา",434.50,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","3) ภาคเหนือ","1) เขตเทศบาล","04. มัธยมศึกษาตอนต้น",489.40,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","3) ภาคเหนือ","1) เขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",459.80,พันคน,สำนักงานสถิติแห่งชาติ
2563,"ไตรมาสที่ 2/2563","3) ภาคเหนือ","1) เขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",119.80,พันคน,สำนักงานสถิติแห่งชาติ
